e3|stop_gained||
e30|stop_gained||
e36|stop_gained||
e36|stop_gained||
e37|stop_gained||
e37|stop_gained||
e43|stop_gained||
e43|stop_gained||
e43|stop_gained||
e44|stop_gained||
e46|stop_gained||
e47|stop_gained||
e47|stop_gained||
e48|stop_gained||
e48|stop_gained||
e50|stop_gained||
e51|stop_gained||
e51|stop_gained||
e51|stop_gained||
e52||
e52|stop_gained||
e52||
hu715|stop_gained||
hu715|stop_gained||
hu888|splice_site_variant||
hu888||
hu892|stop_gained||
hu893|splice_site_variant||
hu894|stop_gained||
hu894|stop_gained||
hu1435|stop_gained||
hu1435|stop_gained||
hu1811||
hu1811|stop_gained||
hu1811||
hu1811||
hu1864|stop_gained||
hu1864|stop_gained||
hu1864|stop_gained||
hu1864|stop_gained||
hu1886|splice_site_variant||
hu1919|splice_site_variant|stop_gained|
hu1919|splice_site_variant|stop_gained|
hu1919||
hu1999|stop_gained||
hu1999|stop_gained||
hu2022|stop_gained||
hu2022|stop_gained||
hu2022|stop_gained||
hu2023|stop_gained||
hu2024|stop_gained||
hu2041|stop_gained||
hu2098|stop_gained||
hu2107|stop_gained||
hu2115|stop_gained||
hu2117|stop_gained||
hu2127|stop_gained||
hu2127|stop_gained||
hu2127|stop_gained||
hu2131|stop_gained||
hu2132|stop_gained||
hu2163|stop_gained||
hu2163|stop_gained||
hu2165|stop_gained||
hu2165|stop_gained||
hu2479|stop_gained||
hu2479|stop_gained||
hu2479|stop_gained||
hu2479|stop_gained||
hu2479||
hu2483||
hu2483|stop_gained||
hu2483|stop_gained||
hu2483|stop_gained||
hu2483|stop_gained||
hu2484|stop_gained||
hu2487|stop_gained||
hu2487||
hu2487|stop_gained||
hu2487||
hu2487|stop_gained||
hu2504|stop_gained||
hu2504|stop_gained||
hu2525||
hu2525||
hu2525|non_synonymous||
hu2525||
hu2525||
hu2526|stop_gained||
hu2544|stop_gained||
hu2544|stop_gained||
hu2546|stop_gained||
hu2548|stop_gained||
hu2787|stop_gained||
hu2787|stop_gained||
hu2787|stop_gained||
hu2787|stop_gained||
hu2846|stop_gained||
hu2846|stop_gained||
hu2849||
hu2849||
hu2849|splice_site_variant||
hu2849|splice_site_variant||
hu2849||
hu2849||
hu2849||
hu2898|splice_site_variant||
hu2898|splice_site_variant||
hu2898|splice_site_variant||
hu2898|splice_site_variant||
hu2965|stop_gained||
hu2965|stop_gained||
hu2971|stop_gained||
hu2971|stop_gained||
hu2987|stop_gained||
hu2987|stop_gained||
hu2987|stop_gained||
hu2987|stop_gained||
hu3072|stop_gained||
hu3072|stop_gained||
hu3173|stop_gained||
hu3173|stop_gained||
hu3173|stop_gained||
hu3173||
hu3237|stop_gained||
hu3237|stop_gained||
hu3263|stop_gained||
hu3264||
hu3264|stop_gained||
hu3264|stop_gained||
hu3264|stop_gained||
hu3264|stop_gained||
hu3278|splice_site_variant||
hu3279|stop_gained||
hu3279|stop_gained||
hu3281|stop_gained||
hu3281|stop_gained||
hu3283|stop_gained||
hu3284|non_synonymous||
hu3286|stop_gained||
hu3286|stop_gained||
hu3302|stop_gained||
hu3319|stop_gained||
hu3319||
hu3319|stop_gained||
hu3328|stop_gained||
hu3328||
hu3329|stop_gained||
hu3329|stop_gained||
hu3332|stop_gained||
hu3335|stop_gained||
hu3336|stop_gained||
hu3337|stop_gained||
hu3379|stop_gained||
hu3392|splice_site_variant||
hu3393|stop_gained||
hu3425|stop_gained||
hu3425|stop_gained||
hu3426|non_synonymous||
hu3427|stop_gained||
hu3429|stop_gained||
hu3430|stop_gained||
hu3430|stop_gained||
hu3445|stop_gained||
hu3445|stop_gained||
hu3445|stop_gained||
hu3476|non_synonymous|splice_site_variant|
hu3476|non_synonymous|splice_site_variant
hu3495|stop_gained||
hu3513|stop_gained||
hu3513|stop_gained||
hu3513|stop_gained||
hu3513|stop_gained||
hu3514|stop_gained||
hu3519|stop_gained||
hu3520|stop_gained||
hu3525||
hu3525||
hu3525|stop_gained||
hu3525|stop_gained||
hu3525||
hu3526|stop_gained||
hu3526|stop_gained||
hu3528|stop_gained||
hu3528|stop_gained||
hu3530|stop_gained||
hu3530|stop_gained||
hu3534|stop_gained||
hu3534|stop_gained||
hu3534|stop_gained||
hu3536|stop_gained||
hu3536|stop_gained||
hu3554|stop_gained||
hu3559|stop_gained||
hu3565|stop_gained||
hu3565|stop_gained||
hu3565|stop_gained||
hu3565|stop_gained||
hu3567|splice_site_variant||
hu3567||
hu3567||
hu3567|splice_site_variant||
hu3569|stop_gained||
hu3575|stop_gained||
hu3575||
hu3580|stop_gained||
hu3580|stop_gained||
hu3580|stop_gained||
hu3580|stop_gained||
hu3581|stop_gained||
hu3583|stop_gained||
hu3583|stop_gained||
hu3583|stop_gained||
hu3583|stop_gained||
hu3586|stop_gained||
hu3587|stop_gained||
hu3611|stop_gained||
hu3612|stop_gained||
hu3612|stop_gained||
hu3625|splice_site_variant||
hu3625|splice_site_variant||
hu4333|stop_gained||
hu4333|stop_gained||
hu4333|stop_gained||
hu4333|stop_gained||
hu4333||
hu7857||
hu7857||
hu7857|stop_gained||
hu7857||
hu7857||
hu7858|stop_gained||
hu7861|stop_gained||
hu7862|splice_site_variant||
hu7869|stop_gained||
hu7873|stop_gained||
hu7875|stop_gained||
hu7878|splice_site_variant||
hu7879||
hu7879||
hu7879|stop_gained||
hu7879||
hu7879||
hu7881|stop_gained||
hu7885||
hu7885||
hu7885|splice_site_variant||
hu7885||
hu7885|splice_site_variant||
hu7885||
hu7894|stop_gained||
hu7894|stop_gained||
hu7895|stop_gained||
hu7897|splice_site_variant||
hu7897|splice_site_variant||
hu7897|splice_site_variant||
hu7900|stop_gained||
hu7901|splice_site_variant|stop_gained|
hu7903||
hu7903||
hu7903|splice_site_variant||
hu7905|splice_site_variant||
hu7910|splice_site_variant||
hu7911|stop_gained||
hu7912|non_synonymous||
hu7915|stop_gained||
hu7915||
hu7916|stop_gained||
hu7916|stop_gained||
hu7916||
hu7916||
sa1|stop_gained||
sa1|stop_gained||
sa2|stop_gained||
sa3|splice_site_variant||
sa4|stop_gained||
sa5|stop_gained||
sa5|stop_gained||
sa6|stop_gained||
sa7|stop_gained||
sa8|stop_gained||
sa9||
sa9|stop_gained||
sa10|splice_site_variant||
sa10|splice_site_variant||
sa11|stop_gained||
sa12|stop_gained||
sa14|stop_gained||
sa15|stop_gained||
sa15|stop_gained||
sa16|stop_gained||
sa17|stop_gained||
sa18|splice_site_variant||
sa18|splice_site_variant||
sa19|stop_gained||
sa20|splice_site_variant||
sa20||
sa20|splice_site_variant||
sa21|stop_gained||
sa21|stop_gained||
sa21|stop_gained||
sa23||
sa23|stop_gained||
sa24|stop_gained||
sa24|stop_gained||
sa25|splice_site_variant||
sa25|splice_site_variant||
sa26|splice_site_variant||
sa26|non_synonymous||
sa28|stop_gained||
sa28|stop_gained||
sa31||
sa31||
sa31||
sa31|stop_gained||
sa32|non_synonymous||
sa32|non_synonymous||
sa32|non_synonymous||
sa32|non_synonymous||
sa32|non_synonymous||
sa35|stop_gained||
sa37|non_synonymous||
sa37|non_synonymous||
sa37|non_synonymous||
sa39|stop_gained||
sa39|stop_gained||
sa39|stop_gained||
sa39|stop_gained||
sa39|stop_gained||
sa40|stop_gained||
sa42|non_synonymous||
sa42||
sa43|stop_gained||
sa43||
sa43||
sa43|stop_gained||
sa44|non_synonymous||
sa44|non_synonymous||
sa45|splice_site_variant||
sa46|stop_gained||
sa49|stop_gained||
sa50|stop_gained||
sa50||
sa51|splice_site_variant|stop_gained|
sa51||
sa52|non_synonymous||
sa52|non_synonymous||
sa53|stop_gained||
sa53|stop_gained||
sa54|non_synonymous||
sa55|non_synonymous||
sa55|non_synonymous||
sa56|stop_gained||
sa57|stop_gained||
sa57|stop_gained||
sa57|stop_gained||
sa58|stop_gained||
sa60|non_synonymous||
sa61|stop_gained||
sa62||
sa62|stop_gained||
sa62|stop_gained||
sa62|stop_gained||
sa63|stop_gained||
sa63|stop_gained||
sa64|stop_gained||
sa66|stop_gained||
sa68|stop_gained||
sa70|stop_lost|
sa72|stop_gained||
sa72||
sa73|stop_gained||
sa73|stop_gained||
sa74|non_synonymous||
sa76|stop_gained||
sa77|splice_site_variant||
sa77||
sa77|splice_site_variant||
sa80|stop_gained||
sa80|stop_gained||
sa80|stop_gained||
sa81|stop_gained||
sa82|stop_gained||
sa83|splice_site_variant||
sa86|stop_gained||
sa86|stop_gained||
sa86|stop_gained||
sa86|stop_gained||
sa86|stop_gained||
sa86||
sa86||
sa86||
sa87|splice_site_variant||
sa87|splice_site_variant||
sa89|stop_gained||
sa90|stop_gained||
sa91|stop_gained||
sa91|stop_gained||
sa92|stop_gained||
sa93|non_synonymous||
sa93|non_synonymous||
sa94|non_synonymous||
sa96|stop_gained||
sa98|stop_gained||
sa102|stop_gained||
sa103|stop_gained||
sa103||
