la010000	JN244738	JM426363	rnf40	intron1	ZDB-GENE-030131-6607	12	30459506	30459496	
la010001	JN244738	JM426364				16	7539315	7539325	
la010002	JN244738	JM426365				19	45546011	45546001	
la010006	JN244738	JM426369				23	7477848	7477838	
la010007	JN244738	JM426370	mllt10	intron4	ZDB-GENE-041114-176	24	17709100	17709090	
la010011	JN244738	JM426374				7	65683193	65683203	
la010012	JN244738	JM426375				21	43182510	43182520	
la010014	JN244738	JM426377	lnx2b	exon1	ZDB-GENE-040426-2500	14	33773890	33773880	
la010015	JN244738	JM426378	si:dkey-195m1.4	intron1	ZDB-GENE-060526-238	5	49786877	49786887	
la010016	JN244738	JM426379				11	43092043	43092053	
la010017	JN244738	JM426380				2	26739840	26739850	
la010018	JN244738	JM426381				4	7447744	7447754	
la010020	JN244738	JM426383				6	35636464	35636454	
la010022	JN244738	JM426385				7	76852740	76852730	
la010024	JN244738	JM426387				24	33874460	33874450	
la010025	JN244738	JM426388	f10	intron4	ZDB-GENE-021206-9	1	34096	34086	
la010026	JN244738	JM426389				23	9970940	9970930	
la010027	JN244738	JM426390	lima1	intron2	ZDB-GENE-001120-1	23	36513915	36513905	
la010029	JN244738	JM426392				5	61249895	61249885	
la010030	JN244738	JM426393				10	10854820	10854810	
la010031	JN244738	JM426394	rpn2	intron1	ZDB-GENE-030131-7928	11	15658640	15658650	
la010032	JN244738	JM426395				16	2882411	2882421	
la010033	JN244738	JM426396	c2cd2l	intron10	ZDB-GENE-041019-1	5	32184495	32184505	
la010034	JN244738	JM426397	exoc6	intron20	ZDB-GENE-040426-2511	12	9736100	9736090	
la010036	JN244738	JM426399				1	25853021	25853011	
la010039	JN244738	JM426402				3	10231530	10231540	
la010040	JN244738	JM426403	pion	intron2	ZDB-GENE-041210-216	4	19157401	19157391	
la010041	JN244738	JM426404				5	69485307	69485297	
la010042	JN244738	JM426405				7	57649885	57649895	
la010043	JN244738	JM426406				7	76854028	76854038	
la010044	JN244738	JM426407				9	28827299	28827289	
la010045	JN244738	JM426408	nutf2l	exon2	ZDB-GENE-020416-1	19	21260718	21260728	
la010047	JN244738	JM426410				12	36661472	36661482	
la010048	JN244738	JM426364				11	18928051	18928041	
la010049	JN244738	JM426365				19	41967300	41967290	
la010050	JN244738	JM426366	zbtb1	exon1	ZDB-GENE-041001-126	20	27742448	27742458	
la010051	JN244738	JM426367	zeb2a	intron2	ZDB-GENE-070912-553	9	26839231	26839221	
la010053	JN244738	JM426416				11	18924225	18924235	
la010054	JN244738	JM426370				25	32312797	32312787	
la010055	JN244738	JM426371	hs3st3b1b	intron1	ZDB-GENE-070202-5	12	38533754	38533744	
la010056	JN244738	JM426372	galnt1	intron2	ZDB-GENE-030131-2360	16	29202958	29202948	
la010057	JN244738	JM426373				18	48162605	48162595	
la010058	JN244738	JM426374				19	47939650	47939640	
la010060	JN244738	JM426376				22	11956647	11956637	
la010062	JN244738	JM426377	slc44a2	intron1	ZDB-GENE-030131-3065	6	9486019	9486009	
la010064	JN244738	JM426378				3	40551747	40551757	
la010065	JN244738	JM426379	atp2b4	intron20	ZDB-GENE-061027-60	11	23879617	23879627	
la010067	JN244738	JM426430				3	58037475	58037485	
la010068	JN244738	JM426381	sfrp1a	intron3	ZDB-GENE-040310-5	5	29178474	29178484	
la010069	JN244738	JM426382				19	7774671	7774681	
la010071	JN244738	JM426434	notch3	intron2	ZDB-GENE-000329-5	3	54190535	54190525	
la010075	JN244738	JM426388	pea3	intron4	ZDB-GENE-990415-71	12	29125130	29125140	
la010076	JN244738	JM426439				14	10802412	10802402	
la010078	JN244738	JM426441				7	10105943	10105953	
la010080	JN244738	JM426443				5	69002438	69002448	
la010081	JN244738	JM426444				9	50062398	50062408	
la010083	JN244738	JM426446	skia	intron1	ZDB-GENE-990715-9	8	18016767	18016757	
la010084	JN244738	JM426397				13	53972632	53972622	
la010085	JN244738	JM426398				23	20800661	20800651	
la010088	JN244738	JM426400				23	493870	493860	
la010089	JN244738	JM426401	col14a1	intron4	ZDB-GENE-030131-9889	16	17052167	17052177	
la010090	JN244738	JM426402				16	28251340	28251330	
la010091	JN244738	JM426403				3	19622767	19622757	
la010092	JN244738	JM495794				10	39472203	39472193	
la010093	JN244738	JM495982				2	4026977	4026987	
la010094	JN244738	JM496061				4	51833234	51833224	
la010095	JN244738	JM495930				13	44050773	44050763	
la010096	JN244738	JM496013				6	19504141	19504131	
la010097	JN244738	JM496386				13	37265404	37265414	
la010098	JN244738	JM496197				15	42776503	42776493	
la010099	JN244738	JM496387				24	10393721	10393711	
la010100	JN244738	JM496572				12	23433556	23433566	
la010101	JN244738	JM495804	rtcd1	exon2	ZDB-GENE-030131-9687	22	16505575	16505565	
la010105	JN244738	JM495888	nhp2l1	exon1	ZDB-GENE-030131-9670	12	11523091	11523101	
la010106	JN244738	JM496006				6	59678618	59678628	
la010108	JN244738	JM495497	acss3	intron1	ZDB-GENE-060503-816	4	20804088	20804078	
la010109	JN244738	JM495849				15	20214077	20214067	
la010110	JN244738	JM496378	syne2a	intron80	ZDB-GENE-041001-109	20	21745605	21745595	
la010111	JN244738	JM495597				23	28263016	28263006	
la010112	JN244738	JM495571	snd1	intron16	ZDB-GENE-030131-3124	4	18485233	18485243	
la010113	JN244738	JM496171	si:dkey-40c11.2	intron1	ZDB-GENE-060526-300	5	45157712	45157722	
la010114	JN244738	JM495521				6	42533577	42533567	
la010115	JN244738	JM496209				6	55577138	55577128	
la010116	JN244738	JM495744	itgb1b.2	intron9	ZDB-GENE-040426-2598	2	43679256	43679246	
la010117	JN244738	JM496419				2	50877470	50877480	
la010118	JN244738	JM496096	cd9b	intron1	ZDB-GENE-040426-2768	4	4127639	4127629	
la010119	JN244738	JM495650				2	981980	981990	
la010120	JN244738	JM496623	svil	intron1	ZDB-GENE-990706-5	12	25235310	25235300	
la010122	JN244738	JM495843				2	16574041	16574031	
la010123	JN244738	JM496015				2	27925226	27925236	
la010124	JN244738	JM496295				19	39760747	39760757	
la010125	JN244738	JM495641				22	279095	279085	
la010126	JN244738	JM495828				13	28012717	28012707	
la010128	JN244738	JM496620	kcnj13	intron1	ZDB-GENE-070129-1	15	38861462	38861452	
la010129	JN244738	JM495870				25	36161809	36161819	
la010130	JN244738	JM496252	lzts2a	intron1	ZDB-GENE-090313-276	13	18883297	18883307	
la010131	JN244738	JM496000				10	15480150	15480140	
la010132	JN244738	JM496039	si:ch211-134c9.2	exon2	ZDB-GENE-090312-73	1	20556711	20556721	
la010133	JN244738	JM496614				16	54920267	54920277	
la010134	JN244738	JM496457	si:ch211-106h4.9	intron1	ZDB-GENE-070705-17	2	31370548	31370538	
la010135	JN244738	JM496408				13	21965509	21965499	
la010136	JN244738	JM495533				13	32427734	32427744	
la010137	JN244738	JM496605				12	16034181	16034171	
la010138	JN244738	JM495758				17	41637134	41637124	
la010139	JN244738	JM495865	cth	intron1	ZDB-GENE-030131-774	6	37370952	37370962	
la010140	JN244738	JM496517				1	32829217	32829227	
la010142	JN244738	JM495964				4	5069247	5069257	
la010144	JN244738	JM495651				19	9159317	9159307	
la010145	JN244738	JM495688				9	3392983	3392993	
la010147	JN244738	JM496612	pprc1	intron1	ZDB-GENE-030131-9858	13	11774856	11774866	
la010148	JN244738	JM495910				15	40940735	40940725	
la010149	JN244738	JM496583				22	8937516	8937506	
la010150	JN244738	JM496001				21	25999781	25999771	
la010151	JN244738	JM495825	tmem198a	exon1	ZDB-GENE-070912-716	9	7497793	7497783	
la010152	JN244738	JM495605	trmt61a	intron1	ZDB-GENE-040718-5	13	15656958	15656968	
la010153	JN244738	JM496577				4	21685691	21685701	
la010154	JN244738	JM496503				4	356214	356224	
la010155	JN244738	JM496518				18	22536070	22536060	
la010156	JN244738	JM495678				22	12418208	12418198	
la010157	JN244738	JM496523				8	15431996	15432006	
la010158	JN244738	JM495858	snapc1b	exon1	ZDB-GENE-040426-716	13	37997673	37997683	
la010159	JN244738	JM496104				2	33674607	33674597	
la010160	JN244738	JM495771				22	35378501	35378491	
la010161	JN244738	JM495965				1	29990570	29990580	
la010162	JN244738	JM495844	dhps	intron8	ZDB-GENE-040426-2001	3	13231084	13231074	
la010163	JN244738	JM495706	zgc:193801	intron1	ZDB-GENE-081022-40	21	14305282	14305272	
la010164	JN244738	JM495513				1	6936846	6936856	
la010165	JN244738	JM495594	nop56	intron1	ZDB-GENE-040109-1	21	10393391	10393401	
la010166	JN244738	JM496556	kdm6a	intron2	ZDB-GENE-081105-56	9	34747396	34747406	
la010167	JN244738	JM496557				21	21475699	21475709	
la010168	JN244738	JM495952	cttnbp2nl	exon6	ZDB-GENE-040724-65	8	28677085	28677075	
la010169	JN244738	JM495789				16	7366417	7366407	
la010170	JN244738	JM495790				3	7575399	7575389	
la010171	JN244738	JM496341				15	120759	120749	
la010172	JN244738	JM495839				17	38542930	38542920	
la010174	JN244738	JM496022	pcca	intron6	ZDB-GENE-040718-246	1	28825350	28825340	
la010175	JN244738	JM496598				10	19923876	19923886	
la010176	JN244738	JM495935				7	26028517	26028507	
la010178	JN244738	JM496370				16	8707891	8707901	
la010179	JN244738	JM496388	bmp4	intron1	ZDB-GENE-980528-2059	17	51095498	51095488	
la010180	JN244738	JM496635				25	27769195	27769205	
la010181	JN244738	JM495762				3	58762305	58762295	
la010182	JN244738	JM495750				5	50150724	50150734	
la010184	JN244738	JM495880	msi1	intron7	ZDB-GENE-050320-86	8	41582943	41582953	
la010185	JN244738	JM496562				17	21320139	21320149	
la010186	JN244738	JM496563	si:ch73-111e15.1	intron1	ZDB-GENE-110411-28	10	22315687	22315697	
la010187	JN244738	JM496628				6	52436718	52436728	
la010188	JN244738	JM496284				15	16777259	16777269	
la010189	JN244738	JM495889	cbr4	intron6	ZDB-GENE-040426-1796	20	23593967	23593957	
la010190	JN244738	JM495977				2	37536859	37536849	
la010192	JN244738	JM495692				1	50300470	50300460	
la010193	JN244738	JM496617	arrb2a	intron1	ZDB-GENE-030131-29	10	23091825	23091815	
la010195	JN244738	JM496212	tmem55a	intron1	ZDB-GENE-060503-854	19	32650932	32650922	
la010196	JN244738	JM495795	ppih	exon9	ZDB-GENE-040625-127	8	49309305	49309315	
la010200	JN244738	JM495862	lmbr1l	intron1	ZDB-GENE-030131-9906	23	27944982	27944972	
la010201	JN244738	JM495805	nrxn2a	intron2	ZDB-GENE-070206-5	21	27617085	27617075	
la010202	JN244738	JM495522				7	47068540	47068550	
la010203	JN244738	JM496342				7	16387121	16387111	
la010206	JN244738	JM496537				18	4380501	4380491	
la010208	JN244738	JM495920				7	19770866	19770876	
la010209	JN244738	JM496490				19	700057	700047	
la010210	JN244738	JM495727				13	18403771	18403781	
la010211	JN244738	JM496593	si:zfos-905g2.1	intron1	ZDB-GENE-030131-9565	23	1044310	1044320	
la010212	JN244738	JM496050	nkain1	exon1	ZDB-GENE-040426-1472	19	44620925	44620915	
la010213	JN244738	JM496028				14	31746733	31746743	
la010214	JN244738	JM496155				11	43171984	43171974	
la010215	JN244738	JM496164				20	47227276	47227286	
la010216	JN244738	JM495618				25	144487	144477	
la010217	JN244738	JM496468				9	45256528	45256518	
la010218	JN244738	JM496469				10	11549048	11549038	
la010219	JN244738	JM496479				15	17284195	17284185	
la010220	JN244738	JM495781	suds3	intron1	ZDB-GENE-040801-236	5	17266826	17266816	
la010221	JN244738	JM495693	wu:fb17g07	exon1	ZDB-GENE-030131-226	7	45705316	45705306	
la010222	JN244738	JM495875				5	34153363	34153353	
la010223	JN244738	JM495818				3	56688949	56688959	
la010224	JN244738	JM496441				17	24460809	24460799	
la010225	JN244738	JM495679	sash1a	intron1	ZDB-GENE-030131-9960	20	31522062	31522072	
la010226	JN244738	JM496606	fam120c	exon1	ZDB-GENE-090313-228	23	18586222	18586232	
la010227	JN244738	JM496059				8	100917	100907	
la010230	JN244738	JM495931				5	9272455	9272465	
la010231	JN244738	JM495751	si:dkey-71p21.9	intron2	ZDB-GENE-030131-2500	13	33490467	33490457	
la010232	JN244738	JM496358				25	10712879	10712869	
la010233	JN244738	JM495798	ldb1a	intron1	ZDB-GENE-990415-138	13	28956594	28956584	
la010234	JN244738	JM496184				17	10965168	10965158	
